country,designation,points,price,province,region_1,region_2,variety,winery
3,7143,90,50.0,19,33,8,9,1335
3,7144,90,37.0,19,168,8,9,2001
10,1539,90,39.0,74,2,1,43,912
10,13240,90,25.0,80,2,1,43,946
3,6550,90,20.0,19,197,16,15,6133
8,13241,90,90.0,18,2,1,9,4944
3,13242,90,15.0,19,33,8,15,6631
10,13243,90,46.0,74,2,1,4,1805
8,13244,90,70.0,14,2,1,36,980
10,7789,90,35.0,72,2,1,43,901
3,8950,90,22.0,8,2,3,20,113
4,2,89,18.0,26,45,1,37,9827
6,13245,89,28.0,9,2,1,4,2269
1,2,89,35.3634,32,59,1,48,9828
13,13246,89,25.0,46,2,1,141,6541
1,3645,89,20.0,32,63,1,52,932
3,4932,89,40.0,8,95,1,15,8240
1,13247,89,88.0,32,59,1,48,5112
1,13248,89,50.0,32,59,1,48,727
6,10455,89,25.0,160,2,1,3,7197
6,372,89,20.0,106,2,1,249,6701
6,13249,89,13.0,7,2,1,8,7553
2,10851,89,20.0,36,2,1,2,1042
1,13250,89,115.0,32,226,1,48,1969
3,304,89,18.0,8,179,1,5,561
1,1249,89,65.0,32,59,1,48,6702
1,10326,89,45.0,32,59,1,48,810
3,12334,89,65.0,8,36,1,47,3951
1,1256,89,50.0,32,59,1,48,9829
1,2,89,65.0,32,59,1,48,8805
13,6731,89,40.0,46,2,1,32,3945
7,35,89,35.0,11,11,1,15,2688
4,631,89,17.0,5,150,1,13,2094
6,13251,89,20.0,9,2,1,4,5155
6,13252,89,40.0,9,2,1,4,5155
2,13253,89,14.0,36,2,1,186,3265
6,372,89,19.0,7,2,1,391,3492
1,13254,89,30.0,32,824,1,69,6901
3,2,89,45.0,8,36,1,5,3769
5,13255,89,46.0,22,37,1,11,3939
3,2,89,45.0,8,92,1,29,9830
3,50,92,18.0,19,33,8,29,2373
5,4502,92,50.0,22,538,1,5,2308
5,2488,92,53.0,22,538,1,11,2308
5,3604,92,70.0,22,37,1,11,9831
3,2838,92,65.0,8,2,3,9,450
1,2,92,124.0,44,164,1,135,2314
5,13256,92,84.0,22,393,1,11,4101
5,13257,92,120.0,22,321,1,5,1876
4,4898,92,45.0,87,258,1,15,2446
4,13258,92,26.0,110,539,1,172,3103
1,2,92,73.0,44,459,1,135,7561
3,2,92,18.0,8,162,14,47,9832
3,2,92,64.0,8,2,3,9,4462
3,13259,92,20.0,19,33,8,39,9833
5,3601,92,110.0,22,165,1,5,5491
3,13260,92,24.0,8,191,11,47,2018
5,2,92,260.0,22,133,1,5,318
3,2689,92,19.0,19,168,8,20,585
4,12595,92,28.0,5,88,1,62,7528
7,5213,92,55.0,11,11,1,12,3222
3,2,92,35.0,19,33,8,11,1338
1,13261,92,65.0,44,266,1,135,4107
3,8478,92,40.0,8,256,11,47,481
1,13262,92,120.0,44,164,1,135,1882
5,13263,92,35.3634,22,37,1,11,4096
3,13264,92,95.0,19,178,8,9,4044
3,7928,92,25.0,19,33,8,419,2652
3,13265,92,48.0,19,178,8,47,3083
3,13266,92,30.0,19,33,8,11,699
3,2,85,24.0,8,52,4,5,3021
3,47,85,10.0,19,33,8,11,9834
1,2,85,45.0,15,771,1,476,6772
3,2,85,50.0,19,33,8,47,604
4,13267,85,19.0,37,239,1,88,4627
3,2,85,19.0,8,76,4,20,1827
3,13268,85,48.0,19,33,8,9,1458
5,13269,85,30.0,22,470,1,11,3080
3,2,85,11.0,8,39,9,9,6719
3,2,85,25.0,30,55,10,14,2231
3,13270,85,34.0,8,170,1,5,3604
5,2,85,23.0,22,541,1,5,4049
3,13271,85,35.0,19,33,8,40,5924
5,5754,85,16.0,22,219,1,11,8930
3,13272,85,20.0,19,178,8,29,8227
4,13273,85,10.0,37,510,1,88,1618
1,8494,85,31.0,1,18,1,17,33
5,2,85,27.0,22,294,1,11,728
5,2,85,19.0,22,225,1,11,728
3,2,85,13.0,19,33,8,4,6775
4,13274,85,15.0,5,5,1,1,2837
1,13275,85,13.0,1,18,1,17,9835
1,13276,85,6.0,15,493,1,33,2891
3,13277,85,25.0,30,55,10,32,2471
3,2,85,10.0,8,39,9,11,9836
8,13278,91,200.0,150,2,1,36,975
3,13279,91,42.0,19,33,8,15,3730
8,4414,91,125.0,39,2,1,47,1572
3,13280,91,38.0,8,76,4,11,2779
10,2911,91,35.3634,29,2,1,5,4855
3,2,91,38.0,19,33,8,9,6672
3,13281,91,20.0,3,3,2,11,257
10,2880,91,42.0,73,2,1,229,2402
3,13282,91,55.0,3,3,2,5,3247
10,5794,91,52.0,82,2,1,20,2345
3,2,91,42.0,8,27,1,88,6067
4,4033,91,22.0,56,113,1,15,7830
3,1104,91,45.0,8,64,1,47,3564
3,2,91,35.0,8,76,4,11,2403
3,13283,91,42.0,3,3,1,5,775
6,13284,91,23.0,9,2,1,4,7419
6,13285,91,83.0,9,2,1,4,461
6,13286,91,48.0,65,2,1,4,7652
5,2,91,29.0,17,234,1,32,4238
5,2,91,26.0,17,62,1,32,9824
5,611,91,35.0,17,377,1,32,7085
4,13287,91,55.0,5,97,1,88,6034
6,13288,91,54.0,9,2,1,4,4005
6,13289,91,64.0,9,2,1,4,557
3,13290,91,38.0,8,76,4,5,1049
3,2,91,28.0,8,80,1,11,855
1,266,91,38.0,42,77,1,57,1098
5,487,91,60.0,63,175,1,39,607
5,13291,91,35.3634,63,190,1,39,3573
3,7884,92,60.0,8,73,1,47,1234
4,846,92,25.0,110,307,1,152,3050
9,6281,92,89.0,86,345,1,11,2237
9,1734,92,36.0,86,345,1,11,2237
3,13292,92,52.0,8,76,4,5,1964
3,13293,92,57.0,8,76,4,5,1779
2,13294,92,12.0,24,2,1,210,6414
2,876,92,35.3634,90,2,1,2,2989
2,13295,92,42.0,90,2,1,2,2989
2,596,92,50.0,2,2,1,54,762
3,4354,92,70.0,8,76,4,70,4798
3,13296,92,34.0,8,104,1,11,2620
2,529,92,35.0,47,2,1,2,183
3,10729,92,50.0,3,3,2,11,829
2,13297,92,11.0,124,2,1,362,806
4,13298,92,24.0,56,508,1,15,6409
3,13299,92,65.0,3,183,2,5,3991
3,2,92,25.0,8,274,1,20,3771
2,2203,92,35.3634,24,2,1,35,803
4,13300,92,70.0,56,250,1,15,3211
4,2,92,44.0,56,250,1,15,9837
1,12563,92,45.0,42,766,1,57,6832
3,4272,92,45.0,3,44,2,5,895
2,13301,92,35.3634,84,2,1,184,639
4,13302,91,30.0,56,590,1,15,4539
3,1893,91,39.0,3,183,2,5,257
3,13303,91,36.0,3,3,2,5,8415
3,2,91,15.0,3,3,2,11,5712
1,709,91,35.0,15,374,1,121,1612
1,8455,91,25.0,77,263,1,182,3996
1,12357,90,68.0,32,59,1,48,5531
3,13304,90,20.0,19,198,16,477,1576
13,611,90,70.0,46,2,1,32,8060
3,1427,90,27.0,8,188,4,11,471
3,2,90,17.0,8,191,11,39,2018
8,1546,90,40.0,14,2,1,15,711
3,1547,90,42.0,8,2,3,5,2019
3,1129,90,52.0,8,8,4,9,1518
6,1552,90,13.0,9,2,1,4,2024
1,1248,90,64.0,32,59,1,48,1650
3,2,90,40.0,19,184,8,9,4203
3,2,90,40.0,8,2,3,9,9838
3,2,90,30.0,19,33,8,47,1335
1,2,90,25.0,32,120,1,240,1960
3,13305,90,95.0,8,23,4,5,1317
3,1387,90,28.0,19,33,8,11,2007
3,2,90,17.0,19,33,8,47,686
3,1549,90,28.0,19,33,8,47,585
3,2,90,24.0,8,2,3,20,2021
3,2,90,11.0,19,33,8,20,590
5,13306,90,24.0,38,72,1,12,722
3,13307,90,19.0,19,168,8,3,2595
9,13308,90,35.0,86,345,1,168,6011
3,398,90,50.0,8,17,4,5,652
6,13309,90,35.0,9,2,1,4,5363
6,13310,90,32.0,9,2,1,4,5363
3,13311,90,38.0,8,162,14,11,3740
3,3258,90,25.0,8,17,4,47,2978
3,2,90,32.0,8,199,3,11,2311
6,11311,90,25.0,9,2,1,4,9839
3,13312,89,26.0,19,148,8,47,6792
14,2,89,30.0,119,2,1,30,1246
28,13313,89,40.0,331,2,1,15,9840
1,13314,89,110.0,28,71,1,29,6242
1,2,89,70.0,28,71,1,29,1844
3,13315,89,36.0,8,95,1,47,7344
3,10858,89,32.0,19,178,8,313,5880
3,1103,89,25.0,85,205,1,4,537
5,11018,89,35.3634,22,37,1,11,2071
5,2,89,20.0,76,271,1,20,9841
5,13316,89,35.3634,76,269,1,20,8292
1,13317,89,28.0,28,70,1,29,9842
3,13318,89,26.0,8,305,11,88,6635
4,13319,89,18.0,26,45,1,37,7539
3,1016,89,15.0,30,55,10,8,204
3,2,89,30.0,8,170,1,5,5809
19,13320,89,23.0,319,2,1,15,9843
3,2,89,35.0,8,76,4,5,1533
3,2,89,48.0,8,2,3,30,2969
3,261,89,24.0,8,16,1,47,9844
33,2,89,12.0,202,2,1,20,4200
3,11455,89,18.0,19,33,8,15,1200
4,13321,89,55.0,56,250,1,1,9845
1,2,89,33.0,28,84,1,29,6525
3,1803,89,28.0,19,184,8,30,5880
5,2,89,23.0,76,306,1,20,9846
5,13322,89,29.0,76,269,1,20,3518
5,9049,89,27.0,22,294,1,11,3976
1,13323,89,28.0,28,524,1,29,9847
1,2,89,60.0,28,71,1,29,1776
3,4516,92,18.0,8,191,11,20,744
3,13324,92,40.0,8,49,4,32,1465
3,13325,92,40.0,8,80,1,5,4187
2,13326,92,30.0,2,2,1,54,4413
2,13327,92,35.3634,2,2,1,35,1899
3,2,92,20.0,3,200,15,44,3118
3,27,92,55.0,8,65,3,47,882
3,13328,92,40.0,8,64,1,11,4762
3,13329,92,85.0,8,8,4,9,84
5,2,92,25.0,38,564,1,32,8088
3,2,92,42.0,8,8,4,9,84
3,13330,92,65.0,8,2,3,9,684
3,2,92,22.0,8,191,11,46,481
3,2,92,75.0,8,143,3,9,2801
3,13331,92,45.0,8,2,3,34,9848
5,13332,92,32.0,38,72,1,12,9849
3,447,92,40.0,3,3,2,5,3955
2,13333,92,18.0,24,2,1,2,1487
2,13334,92,35.3634,24,2,1,2,1487
3,13335,92,44.0,8,2,3,9,467
3,2,92,150.0,8,41,3,9,9415
1,8953,92,35.3634,15,310,1,22,7731
5,3091,92,20.0,38,72,1,178,3684
3,12963,92,50.0,3,44,2,5,2964
3,13336,92,32.0,8,76,4,11,84
3,2,92,25.0,3,3,2,50,2190
3,13337,92,50.0,3,3,2,5,3500
3,12999,92,47.0,8,60,4,9,111
3,2,92,29.0,3,183,2,5,2538
3,1219,92,40.0,3,3,1,5,3059
1,2,87,19.0,32,520,1,69,9850
7,2417,87,10.0,11,11,1,87,1254
4,10162,87,23.0,56,113,1,15,4121
3,1318,87,17.0,19,178,8,39,1731
5,1309,87,18.0,13,53,1,19,1721
1,2,87,14.0,20,91,1,68,2293
2,1571,87,10.0,2,2,1,54,2294
2,1045,87,12.0,90,2,1,54,1370
4,13338,87,25.0,56,128,1,82,5554
2,13339,87,12.0,2,2,1,2,927
2,13340,87,55.0,2,2,1,2,9851
3,13341,87,25.0,19,198,16,1,4642
5,13342,87,16.0,17,257,1,32,9852
5,2,87,20.0,17,147,1,27,8164
5,13343,87,16.0,17,196,1,32,5937
5,13344,87,13.0,17,347,1,27,5815
3,2,87,16.0,19,148,8,124,4467
3,2,87,35.0,3,185,15,88,1375
2,11697,87,15.0,90,2,1,11,1285
7,13345,87,12.0,11,11,1,137,7277
7,2,87,11.0,11,11,1,9,9639
3,2,87,23.0,8,39,9,20,1512
1,2,87,13.0,32,520,1,69,6900
9,13346,87,35.3634,23,611,1,1,9853
3,1408,87,45.0,3,3,2,5,5
3,2,87,18.0,8,95,1,11,8240
3,13347,87,32.0,8,2,3,168,4880
3,13348,87,20.0,8,595,1,20,3755
3,2,87,35.0,8,92,1,61,351
3,2,87,12.0,8,39,9,11,1380
3,13349,93,60.0,8,76,4,5,1779
3,13350,93,74.0,8,73,1,47,9854
3,2,93,26.0,8,76,4,352,9855
1,13351,93,150.0,28,70,1,29,3345
10,13352,93,21.0,55,2,1,4,7061
10,2,93,20.0,80,2,1,4,2584
5,5014,93,33.0,63,175,1,39,5297
10,13353,93,33.0,55,2,1,4,379
1,6294,93,60.0,28,70,1,15,786
3,2,93,78.0,8,93,3,9,2943
1,13354,93,70.0,28,70,1,29,6553
3,13355,93,55.0,8,170,1,5,465
3,12432,93,42.0,19,33,8,159,2955
3,13356,93,32.0,19,33,8,9,2955
3,13357,93,50.0,8,548,1,5,3152
3,13358,93,54.0,8,16,1,15,9856
18,13359,93,45.0,180,570,1,5,9857
3,492,93,52.0,8,76,4,5,1278
3,2,93,40.0,8,76,4,11,4660
3,2,93,70.0,8,17,4,11,9563
3,13360,93,55.0,8,170,1,11,2980
3,2192,93,55.0,8,64,1,5,2538
3,2,93,60.0,8,76,4,5,3156
3,1105,93,50.0,8,355,1,5,483
3,2,93,24.0,8,64,1,11,483
3,1427,93,39.0,8,76,4,11,937
3,11557,93,50.0,19,33,8,32,604
3,10858,93,32.0,19,178,8,25,5880
3,13361,93,36.0,8,69,1,9,593
5,7970,93,100.0,22,248,1,5,4809
3,13362,88,18.0,8,39,9,39,6413
4,7124,88,21.0,110,539,1,83,9245
1,13363,88,31.0,71,454,1,11,8515
3,13364,88,48.0,8,8,4,40,308
3,2,88,38.0,8,22,4,40,308
5,2169,88,23.0,6,445,1,82,115
5,41,88,23.0,6,7,1,5,115
3,13365,88,20.0,8,39,9,44,1635
1,1461,88,20.0,42,232,1,82,4841
4,631,88,20.0,5,12,1,88,9858
3,13366,88,20.0,3,3,2,44,829
1,11161,88,54.0,77,159,1,11,407
1,13367,88,75.0,32,59,1,48,831
1,13368,88,19.0,32,520,1,69,831
4,13369,88,28.0,5,12,1,13,1090
5,13370,88,40.0,21,35,1,31,4287
5,13371,88,40.0,21,35,1,31,4287
3,2,88,30.0,8,2,3,29,25
3,3347,88,36.0,8,305,11,15,3923
5,2,88,10.0,17,194,1,32,9859
5,2,88,25.0,17,194,1,32,9648
5,13372,88,13.0,17,257,1,32,9860
5,2,88,35.3634,17,194,1,32,6309
5,4115,88,13.0,17,196,1,32,852
5,2,88,15.0,17,194,1,32,9861
5,2,88,18.0,17,362,1,27,9862
5,2,88,14.0,17,257,1,32,9863
5,2,88,20.0,17,194,1,32,9864
3,13373,88,24.0,8,32,7,9,6310
3,13374,88,20.0,8,32,7,15,6310
4,2,85,35.3634,5,88,1,62,9865
4,13375,85,35.3634,5,150,1,1,2069
3,13376,85,29.0,8,296,4,16,8137
5,2,85,18.0,49,87,1,53,9030
7,2,85,15.0,10,519,1,5,7661
3,212,85,14.0,19,33,8,82,9866
1,13377,85,18.0,71,961,1,17,1270
3,13378,85,15.0,8,39,9,15,347
1,13379,85,16.0,42,172,1,183,5300
3,10538,85,25.0,8,92,1,47,406
1,13380,85,26.0,1,380,1,45,9867
3,2,85,36.0,8,73,1,37,9868
3,5958,85,26.0,8,42,3,20,2277
3,2,85,23.0,12,28,1,44,8875
5,13381,85,14.0,49,389,1,39,5560
3,2,85,7.0,8,39,9,9,5203
8,13382,85,35.3634,14,2,1,36,170
1,2,85,18.0,1,15,1,17,1270
3,2,85,21.0,8,143,3,20,1060
3,2,85,15.0,19,197,16,16,9869
3,2,85,16.0,8,528,3,20,2277
3,13383,85,11.0,8,9,1,1,2277
5,2,85,10.0,38,242,1,20,9870
7,769,85,15.0,11,11,1,5,1003
3,47,85,23.0,30,151,13,9,3700
3,13384,85,18.0,12,13,1,11,1349
3,2,85,7.0,8,39,9,16,5203
3,945,85,10.0,8,39,9,31,5203
3,13385,85,25.0,8,16,1,88,9201
5,7828,85,15.0,76,341,1,20,5733
8,2,88,12.0,69,2,1,9,8765
3,9481,88,44.0,8,104,1,5,8008
1,13386,88,46.0,32,120,1,48,9871
3,2,88,18.0,19,33,8,4,1458
8,3595,88,22.0,18,2,1,47,975
5,13387,88,30.0,27,403,1,30,6853
3,2513,88,25.0,19,152,8,9,380
3,13388,88,27.0,19,522,8,47,1540
1,93,88,75.0,32,59,1,48,9872
3,2,88,12.0,8,16,1,20,5698
8,2,88,19.0,39,2,1,16,272
1,2,88,35.3634,32,59,1,48,8248
1,13389,88,57.0,32,226,1,48,8541
10,2,88,20.0,29,2,1,92,1214
3,2,88,18.0,8,23,4,40,2724
8,1273,87,22.0,40,2,1,298,843
1,1300,87,35.3634,32,120,1,48,1712
1,13390,87,29.0,32,390,1,52,4673
1,2,87,20.0,32,119,1,48,3428
1,2,87,18.0,32,63,1,52,1962
3,2,87,15.0,8,39,9,20,1171
3,11249,89,20.0,30,55,10,30,93
8,2,89,15.0,16,2,1,298,8918
10,11251,89,37.0,73,2,1,15,3447
3,805,89,70.0,8,76,4,5,2779
10,2,89,35.3634,29,2,1,73,4073
15,2,89,14.0,54,2,1,75,3290
3,2,89,30.0,8,2,3,9,6638
3,2,89,92.0,8,2,3,9,4106
3,11140,89,36.0,30,55,10,4,219
3,159,89,17.0,30,55,10,4,219
10,9969,89,29.0,29,2,1,15,5747
10,2,89,35.3634,74,2,1,203,3578
3,2,89,35.0,19,33,8,47,2373
1,13391,89,16.0,20,591,1,116,703
8,1608,89,25.0,14,2,1,47,1861
10,13392,89,35.3634,74,2,1,15,1972
10,13393,89,59.0,29,2,1,73,9873
10,920,89,51.0,29,2,1,164,9874
3,6688,89,20.0,30,55,10,8,207
1,13394,89,25.0,20,238,1,116,9875
10,2,89,35.3634,73,2,1,203,2378
5,1485,89,25.0,6,7,1,3,8
8,9537,89,17.0,14,2,1,36,353
1,13395,89,14.0,20,676,1,228,9876
3,4769,89,75.0,8,52,4,32,5118
3,2,89,65.0,8,2,3,9,9877
3,13396,89,75.0,8,173,11,47,3529
3,2,89,42.0,19,33,8,30,3730
3,2,89,29.0,19,48,8,11,3730
3,2,88,17.0,30,55,10,8,710
7,13397,85,30.0,11,118,1,32,4067
7,13398,85,12.0,11,11,1,12,4053
7,2,85,13.0,11,11,1,12,9491
3,13399,85,26.0,19,184,8,32,9878
4,13400,85,30.0,5,5,1,172,2837
1,13401,85,149.0,28,71,1,29,9879
5,6874,85,16.0,49,86,1,94,5277
1,2,85,9.0,42,280,1,107,4056
34,3810,85,9.0,206,2,1,11,4338
11,13402,84,9.0,197,2,1,18,9636
5,2,84,12.0,22,224,1,111,2987
2,2,84,10.0,2,2,1,54,7799
5,13403,84,11.0,38,243,1,39,1226
2,4625,84,9.0,36,2,1,54,5010
5,13404,84,14.0,49,86,1,94,428
7,691,84,12.0,11,11,1,12,1023
4,13405,84,9.0,5,473,1,15,7071
5,2,84,19.0,22,597,1,5,2987
2,2,84,35.3634,24,2,1,20,1419
4,13406,84,14.0,87,258,1,397,8585
2,13407,84,10.0,24,2,1,130,73
3,13408,84,20.0,19,33,8,12,6136
2,2,84,18.0,36,2,1,39,3352
3,2,84,45.0,8,49,4,9,1465
7,2417,84,11.0,11,11,1,9,1254
2,13409,84,22.0,124,2,1,54,9364
2,13410,84,35.3634,24,2,1,54,6178
2,13411,84,10.0,84,2,1,39,9880
3,288,84,35.0,8,217,1,1,375
3,2,84,34.0,19,184,8,9,9878
1,2,84,12.0,44,267,1,9,366
24,12106,84,40.0,166,2,1,244,9311
9,2,84,8.0,93,227,1,69,648
5,13412,84,11.0,62,279,1,39,5861
5,2,84,16.0,76,785,1,39,3159
3,10508,84,32.0,8,22,4,9,5451
3,126,84,22.0,8,23,4,16,159
5,2,84,12.0,22,597,1,5,2198
3,5036,84,40.0,8,69,1,5,5174
3,13413,84,15.0,8,92,1,11,23
7,5438,84,4.0,11,11,1,283,9881
1,13414,84,12.0,44,106,1,107,9882
5,2,84,16.0,62,566,1,39,9883
7,13415,84,18.0,11,11,1,214,4818
24,13416,84,35.0,166,2,1,349,9311
3,2,84,22.0,8,2,3,20,6713
1,2,84,14.0,44,106,1,183,9884
5,2,84,14.0,22,651,1,5,2198
4,2,84,24.0,5,88,1,57,2463
3,2,84,20.0,19,525,8,12,4449
5,13417,84,15.0,76,504,1,18,2821
3,2,83,14.0,3,14,5,3,210
3,13418,83,8.0,8,39,9,11,9885
3,2,83,7.0,8,39,9,312,9885
3,1177,83,11.0,8,9,1,11,197
4,631,83,18.0,5,12,1,309,19
3,13419,82,39.0,3,185,15,5,4376
3,13420,82,21.0,19,33,8,9,2966
9,13421,82,10.0,23,43,1,11,326
3,13422,82,18.0,3,200,15,44,210
3,2,82,10.0,8,173,11,4,8158
3,2,82,15.0,8,2,3,4,2311
3,13423,82,18.0,8,217,1,11,2841
9,13424,82,18.0,23,962,1,11,9886
3,2,82,14.0,8,39,9,9,9887
9,13425,82,8.0,93,227,1,9,9888
3,2,82,13.0,3,3,2,3,236
3,2,82,20.0,8,176,6,109,9889
3,13426,81,20.0,3,3,2,11,4110
3,159,81,11.0,30,149,12,4,89
3,2,81,10.0,3,348,15,20,2570
7,8201,88,15.0,11,11,1,12,7277
3,2,88,35.0,3,3,2,11,1024
2,13427,88,19.0,36,2,1,2,2215
5,2953,88,25.0,76,306,1,20,3524
3,2,88,17.0,178,568,1,9,9890
7,13428,88,12.0,11,11,1,9,4053
1,11272,88,36.0,32,226,1,48,5191
2,13429,88,12.0,24,2,1,35,73
2,13430,88,14.0,24,2,1,2,73
3,2,88,35.0,8,49,4,9,1808
3,2,88,25.0,8,256,11,124,808
2,13431,88,19.0,124,2,1,2,2935
2,13432,88,13.0,84,2,1,125,791
1,1006,88,16.0,1,18,1,17,1320
3,13433,88,60.0,8,418,4,47,1931
5,13434,88,29.0,76,328,1,18,935
1,2,88,21.0,32,193,1,102,6135
3,13435,88,41.0,8,69,1,15,593
13,13436,88,13.0,50,2,1,15,885
5,2,88,20.0,76,306,1,20,9891
14,103,88,15.0,52,2,1,83,9892
2,13437,88,16.0,2,2,1,54,6997
2,13438,88,13.0,24,2,1,54,1419
2,13439,88,17.0,24,2,1,2,1495
2,13440,88,19.0,2,2,1,2,5362
2,13441,88,30.0,127,2,1,2,5362
3,2,88,28.0,8,49,4,9,525
7,6972,88,20.0,11,11,1,12,1289
2,13442,88,12.0,140,2,1,54,1901
3,47,86,50.0,8,65,3,16,127
3,2,86,25.0,12,13,1,47,6380
5,8100,86,10.0,38,2,1,147,1260
7,2,86,13.0,10,346,1,12,4584
5,2,86,9.0,49,86,1,217,9030
3,13443,86,35.0,30,151,13,32,7318
3,598,86,25.0,8,528,3,169,3896
4,13444,86,60.0,26,45,1,37,2509
3,13445,86,28.0,8,963,6,55,9893
3,6093,86,36.0,8,92,1,47,406
1,13446,86,10.0,20,890,1,87,9894
3,4915,86,16.0,8,9,1,5,2277
4,631,86,13.0,5,150,1,88,3263
3,13447,86,24.0,8,305,11,353,8477
1,8953,88,24.0,15,310,1,22,7731
4,13448,88,35.0,5,150,1,13,2385
4,2,88,17.0,5,12,1,13,5628
1,13449,88,25.0,15,493,1,1,8671
5,2,88,35.3634,22,393,1,11,318
1,13450,88,30.0,15,262,1,133,1612
3,2,88,10.0,8,2,3,16,1086
3,13451,88,14.0,3,505,5,20,1576
9,13452,88,25.0,23,47,1,61,214
3,274,88,30.0,3,110,2,5,31
1,2,88,24.0,15,374,1,121,1094
4,13453,88,53.0,37,964,1,15,9895
1,12182,88,39.0,15,488,1,33,8671
5,216,88,35.3634,22,293,1,11,9896
5,13454,88,15.0,63,175,1,39,9897
3,1427,88,16.0,8,76,4,11,3032
3,3995,88,30.0,3,505,5,5,2793
1,13455,88,18.0,15,264,1,22,4411
5,3652,88,17.0,49,86,1,39,4194
3,13456,88,42.0,8,58,3,32,8907
3,2,88,13.0,8,16,1,34,9898
1,13457,88,21.0,15,487,1,15,6633
1,2,88,18.0,15,81,1,33,2098
1,13458,88,35.3634,15,40,1,33,6611
4,2695,88,20.0,5,150,1,13,2385
1,13459,88,22.0,15,868,1,15,2027
1,13460,88,34.0,15,310,1,22,9899
1,2,88,35.3634,15,493,1,33,9511
3,2,88,100.0,8,143,3,9,3132
4,2,88,12.0,87,258,1,131,9900
7,769,89,15.0,10,10,1,59,1003
1,2,88,34.0,20,115,1,77,9901
5,13461,88,37.0,49,87,1,53,3120
5,2,88,36.0,49,543,1,47,3514
3,2,88,42.0,8,16,1,70,6652
3,2,88,22.0,8,27,1,20,419
3,6171,88,20.0,8,2,3,69,197
1,12164,88,15.0,28,350,1,44,5601
1,2,88,22.0,28,51,1,45,6216
3,4599,88,52.0,8,73,1,5,2141
1,2,88,35.3634,20,324,1,1,5572
1,13462,88,30.0,20,324,1,15,5048
3,544,88,17.0,3,14,5,3,3247
3,2,88,16.0,3,3,2,11,1392
5,2,88,23.0,49,655,1,53,9030
5,13463,88,24.0,27,287,1,15,76
1,13464,88,15.0,20,105,1,15,242
3,2,88,30.0,8,296,4,20,1971
3,13465,88,17.0,8,173,11,39,2915
3,13466,88,35.0,8,22,4,9,2569
1,4820,88,35.0,20,238,1,116,1724
3,12234,88,13.0,8,78,1,4,4387
3,4538,88,40.0,8,64,1,5,4939
2,13467,88,35.3634,24,2,1,2,639
5,2,88,20.0,17,235,1,32,9816
3,2,88,27.0,8,2,3,11,1079
1,13468,88,35.3634,32,63,1,52,1663
5,13469,88,17.0,76,413,1,93,3993
5,2,88,25.0,76,521,1,30,2897
3,13196,88,28.0,8,95,1,392,707
3,2,88,15.0,8,9,1,20,745
1,6079,88,20.0,28,356,1,15,9902
3,7862,88,22.0,19,178,8,15,6946
5,1485,88,10.0,49,86,1,94,190
5,13470,88,19.0,76,965,1,345,865
3,47,88,30.0,19,33,8,47,1335
1,13471,88,30.0,32,526,1,82,6901
8,2964,88,18.0,31,2,1,20,3536
3,2,88,30.0,8,528,3,9,3082
1,13472,88,50.0,32,949,1,52,9903
8,1191,88,24.0,120,2,1,36,1596
4,13473,88,11.0,87,213,1,106,2496
5,672,88,22.0,76,269,1,20,9904
3,1902,88,18.0,8,20,6,1,2414
3,103,88,15.0,30,55,10,4,204
3,103,88,20.0,30,149,12,4,2914
3,2,87,30.0,19,33,8,16,1883
3,9399,87,16.0,8,32,7,9,905
3,1652,87,19.0,8,336,3,9,11
1,13474,87,22.0,28,214,1,47,2750
1,13475,87,48.0,32,378,1,52,9905
5,7438,87,19.0,27,358,1,253,1451
3,13476,87,35.0,30,151,13,82,376
5,2,87,13.0,49,195,1,53,8687
1,2,86,15.0,42,77,1,87,1186
2,10614,86,15.0,36,2,1,2,5829
3,9495,86,22.0,4,315,1,11,9906
3,13477,86,38.0,8,23,4,40,9907
4,13478,86,20.0,5,150,1,1,9908
7,13479,86,13.0,11,254,1,9,793
3,2425,86,69.0,8,17,4,5,582
7,2,86,13.0,11,89,1,12,2836
1,2,86,15.0,42,140,1,87,9909
3,13480,86,26.0,4,315,1,43,9910
4,2,86,16.0,5,88,1,62,5471
1,2,86,24.0,42,511,1,74,2815
4,13481,86,17.0,56,113,1,15,5772
2,2,86,17.0,90,2,1,20,3373
3,2,86,26.0,8,162,14,11,2819
1,2,86,23.0,42,140,1,241,2820
3,2,86,30.0,8,16,1,70,3768
3,2,86,25.0,3,3,2,5,9911
2,13482,85,12.0,24,2,1,2,9912
7,9477,85,60.0,11,11,1,15,8167
3,2,85,17.0,3,3,2,4,9913
3,7660,85,28.0,3,44,2,5,8044
3,2742,85,20.0,4,366,1,4,9914
3,13483,85,33.0,3,200,15,15,3270
3,13484,85,30.0,8,209,6,40,9915
4,5825,85,16.0,5,88,1,20,5237
2,13485,85,25.0,24,2,1,2,555
2,13486,85,25.0,24,2,1,130,555
2,13487,85,17.0,24,2,1,222,1495
5,13488,84,13.0,76,785,1,39,5733
7,13489,84,20.0,11,118,1,1,625
3,2,84,28.0,3,314,15,30,4821
1,13490,84,35.3634,42,140,1,182,9916
3,13491,84,125.0,8,23,4,32,2938
4,13492,84,20.0,56,128,1,82,1113
3,13493,84,28.0,8,100,4,40,7857
3,2,84,28.0,8,101,11,20,1421
